Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Nature],[Observation Status],[Reporting Type],[Units],[Age],[Sex],[Location],[Education level],[Activity],[Freq],[Type of product],[Type of renewable technology],[Mode of transportation],[Name of non-communicable disease],[Type of skill],[Migratory status],[Type of speed],[Quantile],[Level/Status],[Type of occupation]
12.0,12.c,12.c.1,ER_FFS_CMPT_PC_CD,Fossil-fuel subsidies (consumption and production) per capita (nominal United States dollars),218.0,Ecuador,2016.0,93.51641,2016.0,,,,,"IEA fossil fuel subsidies database, OECD.Stat- Inventory of Support Measures for Fossil Fuels and IMF Energy Subsidies Template (pre-tax calculations)",,,E,A,G,CU_USD,,,,,,,,,,,,,,,,
15.0,15.2,15.2.1,AG_LND_FRSTPRCT,Proportion of forest area within legally established protected areas (%),218.0,Ecuador,2016.0,25.48,2016.0,,,,,FAO. Global Forest Resources Assessment 2020,,Official country data,C,A,G,PERCENT,,,,,,,,,,,,,,,,
8.0,8.1,8.1.1,NY_GDP_PCAP,Annual growth rate of real GDP per capita (%),218.0,Ecuador,2016.0,-2.7,2016.0,,,,2015.0,"United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)",,,CA,A,G,PERCENT,,,,,,,,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DPRF,"Average tariff applied by developed countries, preferential status, by type of product (%)",218.0,Ecuador,2016.0,1.62946,2016.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,ALP,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DPRF,"Average tariff applied by developed countries, preferential status, by type of product (%)",218.0,Ecuador,2016.0,2.00241,2016.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,AGR,,,,,,,,,
6.0,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",218.0,Ecuador,2016.0,87.08957,2016.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,ALLAREA,,,,,,,,,,,,,
6.0,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",218.0,Ecuador,2016.0,78.50464,2016.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,RURAL,,,,,,,,,,,,,
6.0,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",218.0,Ecuador,2016.0,92.01697,2016.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,URBAN,,,,,,,,,,,,,
3.0,3.2,3.2.2,SH_DYN_NMRTN,Neonatal deaths (number),218.0,Ecuador,2016.0,2103.0,2016.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,NUMBER,<1M,BOTHSEX,,,,,,,,,,,,,,
14.0,14.5,14.5.1,ER_MRN_MPA,Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%),218.0,Ecuador,2016.0,71.8208,2016.0,,71.8208,71.8208,,"BirdLife International, IUCN and UNEP-WCMC (2021). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas and (where available) for Other Effective area-based Conservation Measures and from the World Database on OECMs (www.protectedplanet.net)",,,C,A,G,PERCENT,,,,,,,,,,,,,,,,
17.0,17.3,17.3.1,GF_FRN_FDI,Foreign direct investment (FDI) inflows (millions of United States dollars),218.0,Ecuador,2016.0,764.19087,2016.0,,,,,"UNCTAD, FDI/MNE database (www.unctad.org/fdistatistics).",,,C,,G,CU_USD_M,,,,,,,,,,,,,,,,
17.0,17.1,17.1.2,GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (%),218.0,Ecuador,2016.0,38.9528348520289,2016.0,,,,,IMF,,,C,A,G,PERCENT,,,,,,,,,,,,,,,,
7.0,7.2,7.2.1,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),218.0,Ecuador,2016.0,14.75,2016.0,,,,,"IEA (2023), World Energy Balances",,,E,,G,PERCENT,,,,,,,,,,,,,,,,
5.0,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),218.0,Ecuador,2016.0,41.61,2016.0,,,,,"Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.",,Annual data as of 1 Feb of given year.,C,,G,PERCENT,,FEMALE,,,,,,,,,,,,,,
1.0,1.2,1.2.2,SD_MDP_MUHC,Proportion of population living in multidimensional poverty (%),218.0,Ecuador,2016.0,59.9,2016.0,,,,,"National Institute of Statistics and Census (INEC), Ministry of Social Development Coordination and National Secretary of Planning and Development",,"Data source: National Employment, underemployment and unemployment survey (ENEMDU) ; Topics included: Education, Health, Dwelling characteristics, Employment, Social security; Overall number of indicators: 12; Official publication: Indice de pobreza multidimensional ",C,A,G,PERCENT,ALLAGE,BOTHSEX,RURAL,,,,,,,,,,,,,
1.0,1.2,1.2.2,SD_MDP_MUHC,Proportion of population living in multidimensional poverty (%),218.0,Ecuador,2016.0,23.4,2016.0,,,,,"National Institute of Statistics and Census (INEC), Ministry of Social Development Coordination and National Secretary of Planning and Development",,"Data source: National Employment, underemployment and unemployment survey (ENEMDU) ; Topics included: Education, Health, Dwelling characteristics, Employment, Social security; Overall number of indicators: 12; Official publication: Indice de pobreza multidimensional ",C,A,G,PERCENT,ALLAGE,BOTHSEX,URBAN,,,,,,,,,,,,,
1.0,1.2,1.2.2,SD_MDP_MUHC,Proportion of population living in multidimensional poverty (%),218.0,Ecuador,2016.0,35.1,2016.0,,,,,"National Institute of Statistics and Census (INEC), Ministry of Social Development Coordination and National Secretary of Planning and Development",,"Data source: National Employment, underemployment and unemployment survey (ENEMDU) ; Topics included: Education, Health, Dwelling characteristics, Employment, Social security; Overall number of indicators: 12; Official publication: Indice de pobreza multidimensional ",C,A,G,PERCENT,ALLAGE,BOTHSEX,ALLAREA,,,,,,,,,,,,,
4.0,4.a,4.a.1,SE_ACS_H2O,"Proportion of schools with access to basic drinking water, by education level (%)",218.0,Ecuador,2016.0,64.31414,2016.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,,,UPPSEC,,,,,,,,,,,,
10.0,10.5,10.5.1,FI_FSI_FSLS,Liquid assets to short term liabilities (%),218.0,Ecuador,2016.0,41.8746507687212,2016.0,,,,,IMF,,,C,A,G,PERCENT,,,,,,,,,,,,,,,,
5.0,5.b,5.b.1,IT_MOB_OWN,"Proportion of individuals who own a mobile telephone, by sex (%)",218.0,Ecuador,2016.0,55.31205,2016.0,,,,,Instituto Nacional de Estadistica y Censos,,,C,,G,PERCENT,,FEMALE,,,,,,,,,,,,,,
5.0,5.b,5.b.1,IT_MOB_OWN,"Proportion of individuals who own a mobile telephone, by sex (%)",218.0,Ecuador,2016.0,56.95458,2016.0,,,,,Instituto Nacional de Estadistica y Censos,,,C,,G,PERCENT,,MALE,,,,,,,,,,,,,,
5.0,5.b,5.b.1,IT_MOB_OWN,"Proportion of individuals who own a mobile telephone, by sex (%)",218.0,Ecuador,2016.0,56.11879,2016.0,,,,,Instituto Nacional de Estadistica y Censos,,,C,,G,PERCENT,,BOTHSEX,,,,,,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2016.0,24.0,2016.0,,,,,GLOTIP Database,,Data in reference to one country but derived from different types of sources should not be compared between them.,C,,G,NUMBER,<18Y,MALE,,,,,,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2016.0,,2016.0,,,,,GLOTIP Database,,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,,,G,NUMBER,<18Y,FEMALE,,,,,,,,,,,,,,
1.0,1.3,1.3.1,SI_COV_DISAB,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",218.0,Ecuador,2016.0,34.5,2016.0,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,E,A,G,PERCENT,,BOTHSEX,,,,,,,,,,,,,,
17.0,17.1,17.1.1,GR_G14_GDP,Total government revenue (budgetary central government) as a proportion of GDP (%),218.0,Ecuador,2016.0,29.3015960300657,2016.0,,,,,IMF,,,C,A,G,PERCENT,,,,,,,,,,,,,,,,
2.0,2.5,2.5.1,ER_GRF_PLNTSTOR,Plant genetic resources accessions stored ex situ (number),218.0,Ecuador,2016.0,27794.0,2016.0,,,,,FAO-WIEWS (http://www.fao.org/wiews),,,C,A,G,NUMBER,,,,,,,,,,,,,,,,
12.0,12.c,12.c.1,ER_FFS_CMPT_GDP,Fossil-fuel subsidies (consumption and production) as a proportion of total GDP (%),218.0,Ecuador,2016.0,1.56758,2016.0,,,,,"IEA fossil fuel subsidies database, OECD.Stat- Inventory of Support Measures for Fossil Fuels and IMF Energy Subsidies Template (pre-tax calculations)",,,E,A,G,PERCENT,,,,,,,,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2017.0,57.0,2017.0,,,,,GLOTIP Database,,Data in reference to one country but derived from different types of sources should not be compared between them.,C,,G,NUMBER,<18Y,BOTHSEX,,,,,,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2017.0,10.0,2017.0,,,,,GLOTIP Database,,Data in reference to one country but derived from different types of sources should not be compared between them.,C,,G,NUMBER,ALLAGE,FEMALE,,,,,,,,,,,,,,
17.0,17.1,17.1.1,GR_G14_GDP,Total government revenue (budgetary central government) as a proportion of GDP (%),218.0,Ecuador,2017.0,30.0939546481919,2017.0,,,,,IMF,,,C,A,G,PERCENT,,,,,,,,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2017.0,,2017.0,,,,,GLOTIP Database,,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,,,G,NUMBER,18+,FEMALE,,,,,,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2017.0,47.0,2017.0,,,,,GLOTIP Database,,Data in reference to one country but derived from different types of sources should not be compared between them.,C,,G,NUMBER,<18Y,MALE,,,,,,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2017.0,53.0,2017.0,,,,,GLOTIP Database,,Data in reference to one country but derived from different types of sources should not be compared between them.,C,,G,NUMBER,_U,_U,,,,,,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2017.0,10.0,2017.0,,,,,GLOTIP Database,,Data in reference to one country but derived from different types of sources should not be compared between them.,C,,G,NUMBER,<18Y,FEMALE,,,,,,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2017.0,11.0,2017.0,,,,,GLOTIP Database,,Data in reference to one country but derived from different types of sources should not be compared between them.,C,,G,NUMBER,18+,MALE,,,,,,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2017.0,11.0,2017.0,,,,,GLOTIP Database,,Data in reference to one country but derived from different types of sources should not be compared between them.,C,,G,NUMBER,18+,BOTHSEX,,,,,,,,,,,,,,
4.0,4.a,4.a.1,SE_ACS_H2O,"Proportion of schools with access to basic drinking water, by education level (%)",218.0,Ecuador,2017.0,64.37724,2017.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,,,UPPSEC,,,,,,,,,,,,
4.0,4.a,4.a.1,SE_ACS_H2O,"Proportion of schools with access to basic drinking water, by education level (%)",218.0,Ecuador,2017.0,41.14447,2017.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,,,PRIMAR,,,,,,,,,,,,
6.0,6.5,6.5.2,EG_TBA_H2CORL,Proportion of transboundary river and lake basins with an operational arrangement for water cooperation (%),218.0,Ecuador,2017.0,100.0,2017-2018,,,,,Source: Relevant country authority; ,,,C,A,G,PERCENT,,,,,,,,,,,,,,,,
5.0,5.b,5.b.1,IT_MOB_OWN,"Proportion of individuals who own a mobile telephone, by sex (%)",218.0,Ecuador,2017.0,58.51207,2017.0,,,,,Instituto Nacional de Estadistica y Censos,,,C,,G,PERCENT,,BOTHSEX,,,,,,,,,,,,,,
5.0,5.b,5.b.1,IT_MOB_OWN,"Proportion of individuals who own a mobile telephone, by sex (%)",218.0,Ecuador,2017.0,59.07826,2017.0,,,,,Instituto Nacional de Estadistica y Censos,,,C,,G,PERCENT,,MALE,,,,,,,,,,,,,,
5.0,5.b,5.b.1,IT_MOB_OWN,"Proportion of individuals who own a mobile telephone, by sex (%)",218.0,Ecuador,2017.0,57.96369,2017.0,,,,,Instituto Nacional de Estadistica y Censos,,,C,,G,PERCENT,,FEMALE,,,,,,,,,,,,,,
1.0,1.2,1.2.2,SD_MDP_MUHC,Proportion of population living in multidimensional poverty (%),218.0,Ecuador,2017.0,21.3,2017.0,,,,,"National Institute of Statistics and Census (INEC), Ministry of Social Development Coordination and National Secretary of Planning and Development",,"Data source: National Employment, underemployment and unemployment survey (ENEMDU) ; Topics included: Education, Health, Dwelling characteristics, Employment, Social security; Overall number of indicators: 12; Official publication: Indice de pobreza multidimensional ",C,A,G,PERCENT,ALLAGE,BOTHSEX,URBAN,,,,,,,,,,,,,
1.0,1.2,1.2.2,SD_MDP_MUHC,Proportion of population living in multidimensional poverty (%),218.0,Ecuador,2017.0,34.6,2017.0,,,,,"National Institute of Statistics and Census (INEC), Ministry of Social Development Coordination and National Secretary of Planning and Development",,"Data source: National Employment, underemployment and unemployment survey (ENEMDU) ; Topics included: Education, Health, Dwelling characteristics, Employment, Social security; Overall number of indicators: 12; Official publication: Indice de pobreza multidimensional ",C,A,G,PERCENT,ALLAGE,BOTHSEX,ALLAREA,,,,,,,,,,,,,
1.0,1.2,1.2.2,SD_MDP_MUHC,Proportion of population living in multidimensional poverty (%),218.0,Ecuador,2017.0,63.3,2017.0,,,,,"National Institute of Statistics and Census (INEC), Ministry of Social Development Coordination and National Secretary of Planning and Development",,"Data source: National Employment, underemployment and unemployment survey (ENEMDU) ; Topics included: Education, Health, Dwelling characteristics, Employment, Social security; Overall number of indicators: 12; Official publication: Indice de pobreza multidimensional ",C,A,G,PERCENT,ALLAGE,BOTHSEX,RURAL,,,,,,,,,,,,,
4.0,4.a,4.a.1,SE_ACS_H2O,"Proportion of schools with access to basic drinking water, by education level (%)",218.0,Ecuador,2017.0,58.47871,2017.0,,,,,UNESCO Institute for Statistics.  Data extracted on 21 February 2024.,,,C,,G,PERCENT,,,,LOWSEC,,,,,,,,,,,,
14.0,14.5,14.5.1,ER_MRN_MPA,Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%),218.0,Ecuador,2017.0,72.02731,2017.0,,72.02731,72.02731,,"BirdLife International, IUCN and UNEP-WCMC (2021). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas and (where available) for Other Effective area-based Conservation Measures and from the World Database on OECMs (www.protectedplanet.net)",,,C,A,G,PERCENT,,,,,,,,,,,,,,,,
17.0,17.1,17.1.2,GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (%),218.0,Ecuador,2017.0,39.1445448200593,2017.0,,,,,IMF,,,C,A,G,PERCENT,,,,,,,,,,,,,,,,
7.0,7.2,7.2.1,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),218.0,Ecuador,2017.0,17.05,2017.0,,,,,"IEA (2023), World Energy Balances",,,E,,G,PERCENT,,,,,,,,,,,,,,,,
6.0,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",218.0,Ecuador,2017.0,87.10794,2017.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,ALLAREA,,,,,,,,,,,,,
6.0,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",218.0,Ecuador,2017.0,92.01697,2017.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,URBAN,,,,,,,,,,,,,
6.0,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",218.0,Ecuador,2017.0,78.50464,2017.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,RURAL,,,,,,,,,,,,,
17.0,17.3,17.3.1,GF_FRN_FDI,Foreign direct investment (FDI) inflows (millions of United States dollars),218.0,Ecuador,2017.0,629.58241,2017.0,,,,,"UNCTAD, FDI/MNE database (www.unctad.org/fdistatistics).",,,C,,G,CU_USD_M,,,,,,,,,,,,,,,,
3.0,3.2,3.2.2,SH_DYN_NMRTN,Neonatal deaths (number),218.0,Ecuador,2017.0,2071.0,2017.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,NUMBER,<1M,BOTHSEX,,,,,,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DPRF,"Average tariff applied by developed countries, preferential status, by type of product (%)",218.0,Ecuador,2017.0,1.48485,2017.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,ALP,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DPRF,"Average tariff applied by developed countries, preferential status, by type of product (%)",218.0,Ecuador,2017.0,0.0,2017.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,OIL,,,,,,,,,
17.0,17.12,17.12.1,TM_TAX_DPRF,"Average tariff applied by developed countries, preferential status, by type of product (%)",218.0,Ecuador,2017.0,1.16078,2017.0,,,,,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",,,C,,G,PERCENT,,,,,,,IND,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2017.0,68.0,2017.0,,,,,GLOTIP Database,,Data in reference to one country but derived from different types of sources should not be compared between them.,C,,G,NUMBER,ALLAGE,BOTHSEX,,,,,,,,,,,,,,
16.0,16.2,16.2.2,VC_HTF_DETV,"Detected victims of human trafficking, by age and sex (number)",218.0,Ecuador,2017.0,58.0,2017.0,,,,,GLOTIP Database,,Data in reference to one country but derived from different types of sources should not be compared between them.,C,,G,NUMBER,ALLAGE,MALE,,,,,,,,,,,,,,
